t,CDK2_obs,CDK2_obs_std,CDK4_obs,CDK4_obs_std,CDKN1A_obs,CDKN1A_obs_std,PCNA_obs,PCNA_obs_std,RB1_obs,RB1_obs_std,TP53_obs,TP53_obs_std
0,0.18311206079042477,0.05546996708111779,0.5033132960629542,0.049366852122676684,0.16942126964495094,0.04437048468279526,0.3270893285411397,0.050938773518000406,0.2891628535577256,0.05162450550079457,0.16329769346150058,0.05570884544104208
0.5,0.09406766357001924,0.0341304516704898,0.2934273067595776,0.04418516079357334,0.2158128621283334,0.05403351879598717,0.22324494534980677,0.049846872545904225,0.215105783558041,0.03919868612840364,0.11514713049839238,0.034278524177615226
1,0.056386478098354904,0.030581753258343253,0.2912655066830068,0.0420892728529712,0.5329471634337892,0.042748650349676606,0.21804283360947388,0.04156016517376522,0.24083713697394027,0.045869139819517166,0.12452416241949041,0.03254994559438081
2,0.0408858193847097,0.02213153274147564,0.21405307691738854,0.037994835538189525,0.5951557281245936,0.04906401831014735,0.21838188483718654,0.04758730593614092,0.19986444892619346,0.041641349853121276,0.144818153489866,0.042191438640958326
4,0.02581930145019106,0.019079882441118037,0.14576202426433646,0.04223915520238107,0.42942826063856754,0.06550899470034177,0.15870298285808876,0.053167044910619285,0.16067919380330545,0.046801943367548414,0.08105073317521845,0.031323002164379596
7,0.021158188600299787,0.016487744235590313,0.16747832894129094,0.04308780062301822,0.46954414365629776,0.06178580552368646,0.14130355921076043,0.04574342202430799,0.1668418631861053,0.04520453181277372,0.11361718079532813,0.03584126919356714
10,0.026591249000852874,0.019846942716060873,0.13802738127786499,0.04542420942086953,0.4048518043846004,0.06997056619241691,0.10456727636232091,0.04211123230943483,0.1484680010954929,0.04711455492276524,0.1025699006944186,0.03803143457032606
